Id,CompanyMaster_FK_ID,CompanyRefNo,ProductRefNo,ProductName,ProductDesc,NSNNumber,HSNCode,FutureExpansion,SIUnit_Fk_Id,AnnualProductionCapacity,ProductImage,ProductCertificateDet,ProductType_Fk_Id,DefencePlatform_Fk_Id,PTAType_Fk_Id,SalientFeature,PARTNo,Remarks,ItemExported,Final_Submit,IsActive,CreatedBy,CreatedDate,CreatedIP,UpdatedBy,UpdatedDate,UpdatedIP,OtherDefencePlatform,OtherTypeProduct,OtherPTA
15820,12850,C17072544159,NULL,PIPE FITTINGS AND PIPE MATERIALS,,,,,0,,,,0,0,0,,NULL,NULL,0,0,1,1,33:14.8,115.247.13.114,NULL,NULL,NULL,NULL,NULL,NULL
15821,3967,C17072556844,NULL,VAPOUR DEGREASER ,,,,,0,,,,0,0,0,,NULL,NULL,0,0,1,1,34:13.0,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
15822,15129,C17072599909,NULL,NDT SERVICES,,,,,0,,,,0,0,0,,NULL,NULL,0,0,1,1,34:27.2,115.247.13.114,NULL,NULL,NULL,NULL,NULL,NULL
15823,3272,C17072541715,NULL,VALVES,,,,,0,,,,0,0,0,,NULL,NULL,0,0,1,1,36:40.3,115.247.13.114,NULL,NULL,NULL,NULL,NULL,NULL
15825,245,C17072517247,NULL,Marine DG,,,,,NULL,,,,1,3,1,,NULL,NULL,0,0,1,lochankarekar@goashipyard.com,14:51.5,202.148.56.146,NULL,NULL,NULL,NULL,NULL,NULL
15826,301,C17072565961,NULL,Nickel Metal,,,75021000,,7,,,,12,57,9,,NULL,NULL,0,0,1,rajkumar@midhani-india.in,32:35.7,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
15827,17,C17072527635,NULL,Gear Box,,,,,NULL,,,,1,3,1,,NULL,NULL,0,0,1,lochankarekar@goashipyard.com,35:45.4,202.148.56.146,NULL,NULL,NULL,NULL,NULL,NULL
15828,2324,C17072594413,NULL,Manpower Services,Manpower Services,,9985,,NULL,,,,13,57,NULL,Manpower Services,NULL,NULL,0,0,1,rajesh.muttigi@midhani-india.in,36:51.0,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
15829,2746,C17072562662,NULL,"ALL TYPES OF HR/CR/HRPO/GP, CRCA COILS & SHEETS",VARIOUS SIZES OF COIL/ SHEET GRADE `D' K TO SPECN:IS-513-2008 OR LATEST ISSUE,,72901630,,7,204000,,,12,55,1,,NULL,NULL,0,0,1,raghunandanjha@ord.gov.in,38:06.5,203.153.39.51,NULL,NULL,NULL,NULL,NULL,NULL
15830,19,C17072558804,NULL,Freight forwarder,,,,,0,,,,12,57,9,,NULL,NULL,0,0,1,lochankarekar@goashipyard.com,38:42.5,202.148.56.146,umakant.prajapati@gov.in,06:03.4,59.89.143.35,NULL,NULL,NULL
15831,2746,C17072562662,NULL,ALL TYPES OF MS PIPES,"M.S. PIPE FOR UNIT LOAD FOR SHELL 155 MM SIZE 38 X 38 X 2.6  MM (THICK), 40X20+/-0.5X2MM, SQUERE PIPE 100X100X 2 MM,  SIZE 25 X 25 MM, LENGTH 19-21 FEET MATERIAL AS PER IS 4923:1997 OR LATEST, GRADE  YST310.",,73066100,,5,204000000,,,12,55,1,,NULL,NULL,0,0,1,raghunandanjha@ord.gov.in,39:24.6,203.153.39.51,NULL,NULL,NULL,NULL,NULL,NULL
15832,215,C17072531011,NULL,Steel Plates and fittings,,,,,NULL,,,,12,3,9,,NULL,NULL,0,0,1,lochankarekar@goashipyard.com,41:40.8,202.148.56.146,NULL,NULL,NULL,NULL,NULL,NULL
15833,9865,C17072516059,NULL,"ALL TYPE OF CAPCELL, CROSSLINK POLYTHYLENE FOAM SHEET",VARIOUS SIZES OF CAPCELL / CROSSLINK POLYTHYLENE FOAM SHEET AS PER SPECIFICATION NO.IND/ME/1023(PROV) DCNO. 37018-A DATED 01/07/2005,,39269099,,1,,,,12,55,6,,NULL,NULL,0,0,1,raghunandanjha@ord.gov.in,42:18.9,203.153.39.51,NULL,NULL,NULL,NULL,NULL,NULL
15834,234,C17072544591,NULL,Screw Pumps,,,,,NULL,,,,1,3,1,,NULL,NULL,0,0,1,lochankarekar@goashipyard.com,43:41.2,202.148.56.146,NULL,NULL,NULL,NULL,NULL,NULL
15835,13427,C17072591596,NULL,LID SEATING FOR BOXH-60/412-S4,LID SEATING FOR BOX H-60 AS PER DRAWING NO. OFBH/SK/1588. SUPPLIER SHOULD SUBMIT THE MATERIAL TEST CERTIFICATE FROM NABL/GOVT. LAB.,,8302,,1,,,,12,55,1,,NULL,NULL,0,0,1,raghunandanjha@ord.gov.in,44:20.2,203.153.39.51,NULL,NULL,NULL,NULL,NULL,NULL
15836,244,C17072535317,NULL,Marine DG,,,,,NULL,,,,1,3,1,,NULL,NULL,0,0,1,lochankarekar@goashipyard.com,44:49.4,202.148.56.146,NULL,NULL,NULL,NULL,NULL,NULL
15837,13427,C17072591596,NULL,HANDLE&CLEAT FOR BOXH-60/412-S,ASSEMBLED HANDLE & CLEAT FOR BOX H-60 AS PER DRAWING NO. OFBH/SK/1591 & OFBH/SK/1592. SUPPLIER SHOULD SUBMIT THE MATERIAL TEST CERTIFICATE FROM NABL/GOVT. LAB.,,8302,,1,,,,16,55,1,,NULL,NULL,0,0,1,raghunandanjha@ord.gov.in,45:28.4,203.153.39.51,NULL,NULL,NULL,NULL,NULL,NULL
15838,13427,C17072591596,NULL,RIM FOR BOX H-60/BOX 412/S-4,RIM FOR BOX H-60 AS PER DRAWING NO. OFBH/SK/1589. SUPPLIER SHOULD SUBMIT THE MATERIAL TEST CERTIFICATE FROM NABL/GOVT. LAB,,8302,,1,,,,16,55,1,,NULL,NULL,0,0,1,raghunandanjha@ord.gov.in,46:15.5,203.153.39.51,NULL,NULL,NULL,NULL,NULL,NULL
15839,13427,C17072591596,NULL,CORNER PLATE FOR BOX H-60,CORNER PLATE FOR BOX H-60 AS PER DRAWING NO. OFBH/SK/1593. SUPPLIER SHOULD SUBMIT THE MATERIAL TEST CERTIFICATE FROM NABL/GOVT LAB.,,8302,,1,,,,16,55,1,,NULL,NULL,0,0,1,raghunandanjha@ord.gov.in,46:59.1,203.153.39.51,NULL,NULL,NULL,NULL,NULL,NULL
15840,345,C17072538535,NULL,IMCS,,,,,NULL,,,,1,3,2,,NULL,NULL,0,0,1,lochankarekar@goashipyard.com,47:15.6,202.148.56.146,NULL,NULL,NULL,NULL,NULL,NULL
15841,13427,C17072591596,NULL,BRACKET FOR BOX H-60/412/S-4,BRACKET FOR BOX H-60 AS PER DRAWING NO. OFBH/SK/1590. SUPPLIER SHOULD SUBMIT THE MATERIAL TEST CERTIFICATE FROM NABL/GOVT LAB,,8302,,1,,,,16,55,1,,NULL,NULL,0,0,1,raghunandanjha@ord.gov.in,47:54.9,203.153.39.51,NULL,NULL,NULL,NULL,NULL,NULL
15842,8590,C17072521995,NULL,TESTING & CERTIFICATION OF CRANES,TESTING & CERTIFICATION OF CRANES,,9983,,NULL,,,,13,57,NULL,TESTING & CERTIFICATION OF CRANES,NULL,NULL,0,0,1,rajesh.muttigi@midhani-india.in,48:43.7,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
15843,555,C17072580059,NULL,Gear Box,,,,,NULL,,,,1,3,1,,NULL,NULL,0,0,1,lochankarekar@goashipyard.com,49:49.6,202.148.56.146,NULL,NULL,NULL,NULL,NULL,NULL
15844,13427,C17072591596,NULL,GUIDE ANGLE FOR BOX C-51 A,"GUIDE ANGLE EACH SET CONSIST LEFT NO.1 & RIGHT NO.1 FOR BOX C-51A AS PER DRG.NO.OFB/C/1363,DET NO.-13 REF.DRG.NO.ISV-2035. NOTE :- SUPPLER SHOULD SUBMIT MATERIAL TEST CERTIFICATE    FROM NABL/GOVT. LAB.",,8302,,1,,,,16,55,1,,NULL,NULL,0,0,1,raghunandanjha@ord.gov.in,49:51.9,203.153.39.51,NULL,NULL,NULL,NULL,NULL,NULL
15845,9279,C17072599587,NULL,MANPOWER SERVICES,MANPOWER SERVICES,,9985,,NULL,,,,13,57,9,MANPOWER SERVICES,NULL,NULL,0,0,1,rajesh.muttigi@midhani-india.in,49:55.7,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
15846,9844,C17072531320,NULL,MANPOWER SERVICES,MANPOWER SERVICES,,9985,,NULL,,,,13,57,9,MANPOWER SERVICES,NULL,NULL,0,0,1,rajesh.muttigi@midhani-india.in,50:41.7,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
15847,11670,C17072518542,NULL,MANPOWER SERVICES,MANPOWER SERVICES,,9985,,NULL,,,,13,57,9,MANPOWER SERVICES,NULL,NULL,0,0,1,rajesh.muttigi@midhani-india.in,51:28.2,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
15848,11734,C17072527465,NULL,MANPOWER SERVICES,MANPOWER SERVICES,,9985,,NULL,,,,13,57,9,MANPOWER SERVICES,NULL,NULL,0,0,1,rajesh.muttigi@midhani-india.in,52:33.8,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
15849,1116,C17072576379,NULL,Pipe Fittings,,,,,NULL,,,,1,3,1,,NULL,NULL,0,0,1,lochankarekar@goashipyard.com,53:33.6,202.148.56.146,NULL,NULL,NULL,NULL,NULL,NULL
15850,11810,C17072525372,NULL,NDT INSPECTION ACTIVITIES,NDT INSPECTION ACTIVITIES,,9983,,NULL,,,,13,57,9,NDT INSPECTION ACTIVITIES,NULL,NULL,0,0,1,rajesh.muttigi@midhani-india.in,53:43.2,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
15851,12869,C17072561326,NULL,SUPPLY OF STATIONERY ITEMS,SUPPLY OF STATIONERY ITEMS,,4820,,NULL,,,,13,57,9,SUPPLY OF STATIONERY ITEMS,NULL,NULL,0,0,1,rajesh.muttigi@midhani-india.in,55:34.0,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
15852,12968,C17072568847,NULL,MANPOWER SERVICES,MANPOWER SERVICES,,9985,,NULL,,,,13,57,9,MANPOWER SERVICES,NULL,NULL,0,0,1,rajesh.muttigi@midhani-india.in,57:00.1,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
15853,12878,C17072596599,NULL,MANPOWER SERVICES,MANPOWER SERVICES,,9985,,NULL,,,,13,57,9,MANPOWER SERVICES,NULL,NULL,0,0,1,rajesh.muttigi@midhani-india.in,58:18.3,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
15854,14287,C17072520345,NULL,MANPOWER SERVICES,MANPOWER SERVICES,,9985,,NULL,,,,13,57,9,MANPOWER SERVICES,NULL,NULL,0,0,1,rajesh.muttigi@midhani-india.in,58:57.9,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
15855,15132,C17072569790,NULL,MANPOWER SERVICES,MANPOWER SERVICES,,9985,,NULL,,,,13,57,9,MANPOWER SERVICES,NULL,NULL,0,0,1,rajesh.muttigi@midhani-india.in,59:36.3,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
15856,1275,C17072567137,NULL,RO Plant,,,,,NULL,,,,1,3,1,,NULL,NULL,0,0,1,lochankarekar@goashipyard.com,00:06.1,202.148.56.146,NULL,NULL,NULL,NULL,NULL,NULL
15857,15165,C17072577856,NULL,SUPPLY OF SWEETS,SUPPLY OF SWEETS,,2106,,NULL,,,,13,57,9,SUPPLY OF SWEETS,NULL,NULL,0,0,1,rajesh.muttigi@midhani-india.in,01:21.4,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
15858,15169,C17072550860,NULL,SUPPLY OF STATIONERY ITEMS,SUPPLY OF STATIONERY ITEMS,,4820,,NULL,,,,13,57,9,SUPPLY OF STATIONERY ITEMS,NULL,NULL,0,0,1,rajesh.muttigi@midhani-india.in,02:30.0,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
15859,1756,C17072544741,NULL,Hydraulic Hose,,,,,NULL,,,,12,3,9,,NULL,NULL,0,0,1,lochankarekar@goashipyard.com,03:25.0,202.148.56.146,NULL,NULL,NULL,NULL,NULL,NULL
15860,15219,C17072552812,NULL,TAXI SERVICES,TAXI SERVICES,,996423,,NULL,,,,13,57,9,TAXI SERVICES,NULL,NULL,0,0,1,rajesh.muttigi@midhani-india.in,03:34.6,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
15861,15352,C17072553106,NULL,SUPPLY OF STATIONERY ITEMS,SUPPLY OF STATIONERY ITEMS,,4820,,NULL,,,,13,57,9,SUPPLY OF STATIONERY ITEMS,NULL,NULL,0,0,1,rajesh.muttigi@midhani-india.in,04:18.3,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
15862,15657,C17072597242,NULL,SUPPLY OF STATIONERY ITEMS,SUPPLY OF STATIONERY ITEMS,,4820,,NULL,,,,13,57,9,SUPPLY OF STATIONERY ITEMS,NULL,NULL,0,0,1,rajesh.muttigi@midhani-india.in,05:19.8,210.212.221.231,NULL,NULL,NULL,NULL,NULL,NULL
