Id,CompanyMaster_FK_ID,CompanyRefNo,CertificateRefNo,Certification_Type,OtherCertification_Type,Certificate_No,Certificate_StartDate,Certificate_EndDate,Final_Submit,IsActive,CreatedBy,CreatedDate,CreatedIP,UpdatedBy,UpdatedDate,UpdatedIP,CertificateType_Fk_Id
2286,555,C17072580059,NULL,96,NULL,W000068,NULL,NULL,NULL,1,NULL,03:39.9,NULL,NULL,NULL,NULL,96
2287,557,C17072522843,NULL,96,NULL,G000279,NULL,NULL,NULL,1,NULL,03:39.9,NULL,NULL,NULL,NULL,96
2288,558,C17072512277,NULL,96,NULL,I000348,NULL,NULL,NULL,1,NULL,03:39.9,NULL,NULL,NULL,NULL,96
2289,560,C17072582319,NULL,96,NULL,S001307,NULL,NULL,NULL,1,NULL,03:39.9,NULL,NULL,NULL,NULL,96
2290,565,C17072543685,NULL,96,NULL,T000450,NULL,NULL,NULL,1,NULL,03:39.9,NULL,NULL,NULL,NULL,96
2291,568,C17072510134,NULL,96,NULL,B000537,NULL,NULL,NULL,1,NULL,03:39.9,NULL,NULL,NULL,NULL,96
2292,574,C17072519593,NULL,96,NULL,C000576,NULL,NULL,NULL,1,NULL,03:39.9,NULL,NULL,NULL,NULL,96
2293,585,C17072515987,NULL,96,NULL,A000542,NULL,NULL,NULL,1,NULL,03:39.9,NULL,NULL,NULL,NULL,96
2294,590,C17072536472,NULL,96,NULL,G002268,NULL,NULL,NULL,1,NULL,03:39.9,NULL,NULL,NULL,NULL,96
2295,592,C17072552121,NULL,96,NULL,L000006,NULL,NULL,NULL,1,NULL,03:39.9,NULL,NULL,NULL,NULL,96
2296,596,C17072565934,NULL,96,NULL,A000545,NULL,NULL,NULL,1,NULL,03:39.9,NULL,NULL,NULL,NULL,96
2297,603,C17072528351,NULL,96,NULL,S002176,NULL,NULL,NULL,1,NULL,03:39.9,NULL,NULL,NULL,NULL,96
2298,656,C17072538277,NULL,96,NULL,P000392,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2299,667,C17072570567,NULL,96,NULL,A002483,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2300,685,C17072541208,NULL,96,NULL,P000213,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2301,688,C17072559474,NULL,96,NULL,A000848,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2302,689,C17072528656,NULL,96,NULL,G100171,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2303,696,C17072526944,NULL,96,NULL,A002521,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2304,715,C17072538866,NULL,96,NULL,S001708,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2305,721,C17072537129,NULL,96,NULL,P000669,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2306,726,C17072541952,NULL,96,NULL,H006037,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2307,745,C17072522410,NULL,96,NULL,S001087,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2308,757,C17072532511,NULL,96,NULL,P000338,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2309,766,C17072564980,NULL,96,NULL,H000934,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2310,767,C17072530086,NULL,96,NULL,S001733,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2311,792,C17072552908,NULL,96,NULL,S001994,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2312,917,C17072532884,NULL,96,NULL,S001700,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2313,955,C17072546245,NULL,96,NULL,G101155,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2314,972,C17072550474,NULL,96,NULL,O000152,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2315,1035,C17072557387,NULL,96,NULL,V000477,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2316,1082,C17072587987,NULL,96,NULL,U000107,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2317,1119,C17072591034,NULL,96,NULL,C000582,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2318,1121,C17072535852,NULL,96,NULL,M000788,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2319,1170,C17072587861,NULL,96,NULL,G100767,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2320,1188,C17072564070,NULL,96,NULL,C000683,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2321,1191,C17072524419,NULL,96,NULL,S001893,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2322,1197,C17072513583,NULL,96,NULL,A007008,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2323,1203,C17072579879,NULL,96,NULL,C000644,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2324,1204,C17072559245,NULL,96,NULL,M000403,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2325,1205,C17072563666,NULL,96,NULL,M007028,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2326,1228,C17072522697,NULL,96,NULL,A000103,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2327,1231,C17072551124,NULL,96,NULL,C000655,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2328,1236,C17072596274,NULL,96,NULL,G000234,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2329,1257,C17072581399,NULL,96,NULL,T000534,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2330,1268,C17072526884,NULL,96,NULL,C000622,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2331,1273,C17072571508,NULL,96,NULL,S001459,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2332,1281,C17072523238,NULL,96,NULL,G100269,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2333,1293,C17072536374,NULL,96,NULL,Y000021,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2334,1301,C17072599713,NULL,96,NULL,U007013,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2335,1313,C17072562448,NULL,96,NULL,A002591,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2336,1323,C17072592171,NULL,96,NULL,O000105,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2337,1341,C17072580120,NULL,96,NULL,G101326,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2338,1357,C17072597365,NULL,96,NULL,E000550,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2339,1418,C17072579446,NULL,96,NULL,K000220,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2340,1433,C17072571541,NULL,96,NULL,G101414,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2341,1463,C17072538283,NULL,96,NULL,S000482,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2342,1469,C17072559701,NULL,96,NULL,S002011,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2343,1535,C17072522744,NULL,96,NULL,M000863,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2344,1558,C17072574261,NULL,96,NULL,P000774,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2345,1566,C17072512031,NULL,96,NULL,E000676,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2346,1570,C17072586823,NULL,96,NULL,J000277,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2347,1599,C17072580633,NULL,96,NULL,H000198,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2348,1608,C17072565945,NULL,96,NULL,S000489,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2349,1610,C17072579683,NULL,96,NULL,G100870,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2350,1615,C17072550879,NULL,96,NULL,C000779,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2351,1629,C17072541079,NULL,96,NULL,S002244,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2352,1631,C17072580689,NULL,96,NULL,I000423,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2353,1641,C17072564760,NULL,96,NULL,G100061,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2354,1645,C17072511305,NULL,96,NULL,G000287,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2355,1655,C17072564803,NULL,96,NULL,A000770,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2356,1674,C17072532305,NULL,96,NULL,C000788,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2357,1677,C17072514215,NULL,96,NULL,A002702,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2358,1680,C17072583659,NULL,96,NULL,C000759,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2359,1685,C17072553341,NULL,96,NULL,G101120,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2360,1687,C17072540331,NULL,96,NULL,G101070,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2361,1696,C17072597815,NULL,96,NULL,I000266,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2362,1709,C17072573879,NULL,96,NULL,S000105,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2363,1721,C17072549926,NULL,96,NULL,K000231,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2364,1758,C17072572215,NULL,96,NULL,N000353,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2365,1760,C17072528170,NULL,96,NULL,G100932,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2366,1765,C17072555922,NULL,96,NULL,S002075,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2367,1776,C17072543861,NULL,96,NULL,G100334,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2368,1798,C17072571570,NULL,96,NULL,R000804,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2369,1823,C17072563383,NULL,96,NULL,F000108,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2370,1825,C17072538417,NULL,96,NULL,E000671,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2371,1826,C17072546560,NULL,96,NULL,U000145,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2372,1832,C17072526300,NULL,96,NULL,A000767,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2373,1846,C17072546701,NULL,96,NULL,F000133,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2374,1848,C17072558814,NULL,96,NULL,B000540,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2375,1874,C17072571895,NULL,96,NULL,T000453,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2376,1881,C17072575197,NULL,96,NULL,T000320,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2377,1920,C17072560146,NULL,96,NULL,P000011,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2378,1924,C17072550891,NULL,96,NULL,S001227,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2379,1936,C17072572681,NULL,96,NULL,K000433,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2380,1943,C17072557035,NULL,96,NULL,P000743,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2381,1961,C17072573460,NULL,96,NULL,A000168,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2382,1964,C17072515449,NULL,96,NULL,L000110,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2383,1982,C17072575113,NULL,96,NULL,G002265,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2384,1986,C17072563618,NULL,96,NULL,G101423,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2385,1990,C17072594888,NULL,96,NULL,A000087,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2386,2006,C17072516722,NULL,96,NULL,N000346,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2387,2039,C17072588283,NULL,96,NULL,C000737,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2388,2059,C17072539418,NULL,96,NULL,R000825,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2389,2069,C17072574683,NULL,96,NULL,V000550,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2390,2082,C17072546616,NULL,96,NULL,S001790,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2391,2088,C17072533225,NULL,96,NULL,L000614,NULL,NULL,NULL,1,NULL,03:40.0,NULL,NULL,NULL,NULL,96
2392,2092,C17072542370,NULL,96,NULL,T001140,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2393,2126,C17072562412,NULL,96,NULL,K000474,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2394,2129,C17072548069,NULL,96,NULL,H000517,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2395,2168,C17072535004,NULL,96,NULL,D000352,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2396,2189,C17072538034,NULL,96,NULL,S002169,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2397,2202,C17072530719,NULL,96,NULL,K000463,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2398,2216,C17072562126,NULL,96,NULL,J000214,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2399,2226,C17072527443,NULL,96,NULL,F000219,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2400,2233,C17072585509,NULL,96,NULL,A000463,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2401,2249,C17072512758,NULL,96,NULL,G002231,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2402,2287,C17072572952,NULL,96,NULL,G100161,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2403,2292,C17072589093,NULL,96,NULL,S000607,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2404,2293,C17072536657,NULL,96,NULL,C000578,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2405,2298,C17072583979,NULL,96,NULL,H000950,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2406,2303,C17072523740,NULL,96,NULL,G100459,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2407,2312,C17072513240,NULL,96,NULL,A000061,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2408,2318,C17072551506,NULL,96,NULL,H000204,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2409,2319,C17072550279,NULL,96,NULL,M000146,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2410,2324,C17072594413,NULL,96,NULL,H007015,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2411,2325,C17072549511,NULL,96,NULL,U000187,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2412,2328,C17072525975,NULL,96,NULL,C000720,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2413,2368,C17072570816,NULL,96,NULL,G100146,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2414,2404,C17072545117,NULL,96,NULL,U000125,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2415,2407,C17072554945,NULL,96,NULL,P000730,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2416,2410,C17072554938,NULL,96,NULL,M000796,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2417,2416,C17072564476,NULL,96,NULL,R000812,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2418,2434,C17072538234,NULL,96,NULL,G101188,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2419,2459,C17072564865,NULL,96,NULL,H000419,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2420,2476,C17072524269,NULL,96,NULL,G100401,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2421,2503,C17072533386,NULL,96,NULL,G100121,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2422,2541,C17072584514,NULL,96,NULL,H000475,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2423,2566,C17072548049,NULL,96,NULL,V000417,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2424,2568,C17072575886,NULL,96,NULL,H000921,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2425,2608,C17072586014,NULL,96,NULL,G000226,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2426,2614,C17072515854,NULL,96,NULL,C000780,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2427,2627,C17072518087,NULL,96,NULL,G100135,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2428,2631,C17072540144,NULL,96,NULL,N000385,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2429,2664,C17072555475,NULL,96,NULL,G101073,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2430,2670,C17072519367,NULL,96,NULL,L000637,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2431,2689,C17072577860,NULL,96,NULL,G101113,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2432,2723,C17072552430,NULL,96,NULL,S000983,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2433,2736,C17072595671,NULL,96,NULL,H000959,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2434,2740,C17072581641,NULL,96,NULL,V000531,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2435,2742,C17072513621,NULL,96,NULL,R000040,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2436,2748,C17072526232,NULL,96,NULL,B000492,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2437,2750,C17072550808,NULL,96,NULL,K000233,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2438,2751,C17072519352,NULL,96,NULL,G000225,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2439,2756,C17072530729,NULL,96,NULL,E000012,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2440,2758,C17072580318,NULL,96,NULL,B000018,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2441,2761,C17072588150,NULL,96,NULL,C000714,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2442,2783,C17072523364,NULL,96,NULL,S002014,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2443,2799,C17072544527,NULL,96,NULL,W000103,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2444,2809,C17072547667,NULL,96,NULL,T000160,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2445,2813,C17072535398,NULL,96,NULL,G100460,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2446,2829,C17072547881,NULL,96,NULL,U000121,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2447,2834,C17072535314,NULL,96,NULL,C000733,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2448,2846,C17072573245,NULL,96,NULL,S001479,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2449,2861,C17072512081,NULL,96,NULL,Y000027,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2450,2874,C17072589309,NULL,96,NULL,M000801,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2451,2887,C17072524803,NULL,96,NULL,A002574,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2452,2893,C17072598363,NULL,96,NULL,E000693,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2453,2894,C17072576774,NULL,96,NULL,A000534,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2454,2896,C17072590514,NULL,96,NULL,R000091,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2455,2897,C17072537151,NULL,96,NULL,K000107,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2456,2898,C17072594978,NULL,96,NULL,F000126,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2457,2904,C17072542276,NULL,96,NULL,B000296,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2458,2910,C17072541059,NULL,96,NULL,R000288,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2459,2916,C17072512957,NULL,96,NULL,P000103,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2460,2921,C17072571908,NULL,96,NULL,J000198,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2461,2924,C17072565390,NULL,96,NULL,I000311,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2462,2929,C17072539069,NULL,96,NULL,U000148,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2463,2931,C17072599995,NULL,96,NULL,R000156,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2464,2933,C17072575198,NULL,96,NULL,A000075,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2465,2934,C17072529698,NULL,96,NULL,T001094,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2466,2945,C17072599826,NULL,96,NULL,A000488,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2467,2953,C17072525468,NULL,96,NULL,W000083,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2468,2986,C17072566955,NULL,96,NULL,M000212,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2469,2997,C17072582803,NULL,96,NULL,G000275,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2470,3004,C17072548017,NULL,96,NULL,S000771,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2471,3014,C17072573327,NULL,96,NULL,S002140,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2472,3022,C17072584725,NULL,96,NULL,T001159,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2473,3031,C17072557326,NULL,96,NULL,I000437,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2474,3048,C17072525509,NULL,96,NULL,G000254,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2475,3050,C17072541763,NULL,96,NULL,E000207,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2476,3061,C17072579032,NULL,96,NULL,G101416,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2477,3091,C17072524009,NULL,96,NULL,S002243,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2478,3099,C17072565217,NULL,96,NULL,B000117,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2479,3100,C17072539017,NULL,96,NULL,G100184,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2480,3117,C17072517178,NULL,96,NULL,D000492,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2481,3129,C17072530417,NULL,96,NULL,J000299,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2482,3138,C17072590819,NULL,96,NULL,T007044,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2483,3141,C17072512231,NULL,96,NULL,A002621,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2484,3144,C17072578770,NULL,96,NULL,A000751,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2485,3145,C17072548748,NULL,96,NULL,G000292,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2486,3146,C17072529663,NULL,96,NULL,Z000015,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2487,3147,C17072523108,NULL,96,NULL,H000474,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2488,3148,C17072585779,NULL,96,NULL,A002685,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
2489,3157,C17072573420,NULL,96,NULL,G002261,NULL,NULL,NULL,1,NULL,03:40.1,NULL,NULL,NULL,NULL,96
