CompanyMaster_FK_ID,ProductId,ProductName,Category,ProductType,Description,HSCode,IsConsumable,DefencePlatform,TechArea
606,,ROAD WHEEL(MACHINED),,,,,,,
6536,,Brass Wire for CNC EDM Wire Cut Machine,,,,,,,
6621,,Graphite Electrodes 350mm Dia,,,,,,,
6653,,Cable trays and conduits,,,,,,,
6708,,Rubber Expansion Bellow,,,,,,,
6750,,Servers,,,,,,,
6773,,Pump control panels,,,,,,,
6783,,Processing of Platinum and platinum Rhodium Scrap into Pure Platinum wire,,,,,,,
6890,,Automation software,,,,,,,
6891,,vernier calipers,,,,,,,
6892,,Vernier Calipers,,,,,,,
6967,,Mullite based insulation bricks,,,,,,,
147,,ROAD WHEEL WITH SOLID RUBBER,,,,,,,
3099,,SUPPLY AND INSTALLATION OF X-AXIS LM GUIDE WAYS FOR BFW VMC,,,,,,,
120,,SECOND OVERHAULING OF UNIFIED LAUNCHER,,,,,,,
233,,TA IN M/C OF CYL.HEAD COVER LH,,,,,,,
233,,GEAR,,,,,,,
120,,HK CONNECTOR TO DRG.NO.9II56.08.030,,,,,,,
120,,LIVE KONKURS-M MISSILES,,,,,,,
6331,,SPRAYER ASSY,,,,,,,
6331,,DELIVERY VALVE ASSY,,,,,,,
6476,,BEARING ETY 500-65,,,,,,,
1323,,ANTIMONY SULPHIDE,,,,,,,
1083,,GASKET,,,,,,,
345,,EM Log system,,,,,,,
1323,,ALUMINIUM POWDER HEAVY,,,,,,,
10330,,COVER BUSH,,,,,,,
10330,,ASSY OF THRUST BEARING SHELLS,,,,,,,
4665,,NLCP System,,,,,,,
520,,PISTON WITH RING (R2),,,,,,,
7088,,Auto Telephone System,,,,,,,
2670,,PRIMER 1 A/L (EMPTY),,,,,,,
520,,PISTON PIN PLUG,,,,,,,
2670,,FUZE DA 117 (EMPTY),,,,,,,
5085,,Draught Sensors along with flange,,,,,,,
2809,,ALUMINIUM POWDER,,,,,,,
8544,,SS LOCKING PIN,,,,,,,
2809,,MAGNESIUM POWDER,,,,,,,
8323,,ISO SURVEILLANCE AUDIT,,,,,,,
3061,,Bower Anchor,,,,,,,
9375,,CONTAINER WITH DISC CLOSING,,,,,,,
251,,REFRIGERATION PLANT,,,,,,,
3120,,Hull Valves,,,,,,,
246,,BEARING 292228 MT ETY 500-65,,,,,,,
2845,,RO PLANT,,,,,,,
246,,RADIAL CYLINDRICAL ROLLER BEARING,,,,,,,
10332,,Main Engine,,,,,,,
10332,,Gear Box,,,,,,,
9994,,NOSE FUZE A670M (EMPTY),,,,,,,
11666,,INTAKE MANIFOLD,,,,,,,
10332,,CPP SHAFTING,,,,,,,
11666,,BREATHER PACKING,,,,,,,
592,,HELO LANDING GRID,,,,,,,
9994,,FUZE A670M COMPONENTS,,,,,,,
8311,,MOORING CAPSTAN CONFIRMING,,,,,,,
8682,,FLEXIBLE HOSE,,,,,,,
8427,,OPERATIONALIZE OF HYD ALIGNER,,,,,,,
1403,,ANTIMONY SULPHIDE,,,,,,,
8682,,HOSE (FROM OILPUMP TO COC),,,,,,,
6184,,Main Switch Board,,,,,,,
2808,,COMMON BLANK FOR BEARING RACES,,,,,,,
5711,,HULL VALVES,,,,,,,
9664,,TAPE ADHESHIVE FABRIC,,,,,,,
2924,,CYLINDER LINER (T-90),,,,,,,
2924,,CYLINDER LINER CASTING,,,,,,,
3348,,BEARING 12302 B1 ETY 500-65,,,,,,,
3348,,DEEP GROOVE S/ROW BALL BEARING 205K,,,,,,,
8970,,V/UHF Radio Rack,,,,,,,
4003,,PLUNGER SPRING,,,,,,,
4003,,VALVE SPRING SMALLER,,,,,,,
3078,,AFFF Concentrate,,,,,,,
2088,,STEEL BRT 18X2H4MA 45 MM DIA.,,,,,,,
2088,,STEEL ROUND 18X2H4MA DIA 25MM,,,,,,,
3675,,NEOPRENE RUBBER SHEET,,,,,,,
3131,,Fixed Fire Fighting System,,,,,,,
5705,,Cathodic Anti Fouling (ICAF) system,,,,,,,
7247,,HANGAR SHUTTER,,,,,,,
392,,MAURITIUS OFFSHORE PATROL VESSEL (MOPV),,,,,,,
6516,,UV Blaster,,,,,,,
9051,,BOLT,,,,,,,
4118,,FO PURIFIER,,,,,,,
9051,,ADAPTOR STUD,,,,,,,
683,,BOX M-41A FOR BARMINE PACKING,,,,,,,
6170,,Repair of IRL Davit,,,,,,,
3262,,STP-VTS System,,,,,,,
683,,MOP FOR 155 MM ERFB BT,,,,,,,
3318,,RADIAL CYLINDRICAL ROLLER BEARING,,,,,,,
240,,Diesel Alternator(DA) system,,,,,,,
3318,,DOUBLE ROW SPERICAL ROLLER BEARING,,,,,,,
561,,EBXL EED,,,,,,,
213,,Steering Gear,,,,,,,
9619,,Echo Sounder System,,,,,,,
3183,,ACTUATING CYLINDER SPECIFICATIONS,,,,,,,
9195,,Repair & Restoration,,,,,,,
8720,,Level Gauges,,,,,,,
4419,,TOOTHED RIM,,,,,,,
5777,,Main Diesel Engine,,,,,,,
2914,,Portable Davit,,,,,,,
2986,,TA IN MACHINING OF CYL.HEAD LH,,,,,,,
4077,,Light control Panel system,,,,,,,
2986,,ADJUSTING RACK,,,,,,,
5092,,LED Light Fixture,,,,,,,
3243,,"BALL VALVES (LINE VALVES), SDNR VALVE (LINE VALVES) AND BUTTERFLY VALVES (LINE VALVES)",,,,,,,
3746,,HAD-T UNDERCUT ANCHOR,,,,,,,
9265,,TOOLS FOR EMERGENCY DIESEL GENERATOR,,,,,,,
2811,,CLAMP,,,,,,,
2677,,HULL VALVES,,,,,,,
628,,"Compact GMDSS Suite, Satellite Communication & Survival Craft System",,,,,,,
2811,,WASHER 8T,,,,,,,
9681,,AVCAT PUMPS,,,,,,,
8574,,LED Tube light fittings,,,,,,,
248,,Fresh water Pumps with Hydrophore Tanks,,,,,,,
557,,EPOXY ACRYLIC POLYSILOXINE E PAINT.,,,,,,,
7371,,ASM BPVC,,,,,,,
485,,Mobile Satellite Series Terminal MK,,,,,,,
557,,EPOXY THINNER,,,,,,,
8601,,PACKING RING,,,,,,,
8601,,COPPER ASBESTOS SEALING RING 16x22,,,,,,,
257,,BEARING 42305 M ETY 500-65,,,,,,,
9062,,9W round shapes LED,,,,,,,
5639,,CYLINDER LINER CASTING,,,,,,,
5639,,CYLINDER LINER (T-90),,,,,,,
9912,,AMC,,,,,,,
373,,AMC FOR NEW MULTIPURPOSE FIRE TENDER,,,,,,,
6291,,Video IP Phones,,,,,,,
5982,,DGP-2201-002-Control,,,,,,,
3213,,MAIN OIL FILTER,,,,,,,
3213,,THIRD SLOT TYPE FILTERING SECT,,,,,,,
4461,,NWT DS SCREENED DOOR,,,,,,,
5587,,GEAR,,,,,,,
8432,,"CABLE ASSY-W6 , DISPLAY",,,,,,,
5587,,CLUSTER GEAR,,,,,,,
8432,,"CABLE ASSY-W10, SIGHT",,,,,,,
3199,,COVER FROM COMMUTATOR SIDE ASSY.,,,,,,,
3569,,"ANNUAL MAINTENANCE CONTRACT FOR SHUTTER, SPARK STAND, BWG-RIG",,,,,,,
1312,,"HELIUM GAS   PURITY (VOL%) 99.996,",,,,,,,
6892,,CLAMP ON GROUND RESISTANCE TESTER,,,,,,,
1242,,ZINC ANTI SEIZE THREAD COMPOUND,,,,,,,
9160,,SERVICE FOR LIQUIDATION,,,,,,,
5481,,Soldering,,,,,,,
494,,LIQUIDATION,,,,,,,
8452,,Consultant,,,,,,,
8331,,BOLT & NUTS,,,,,,,
9406,,DESIGN & FABRICATION,,,,,,,
319,,WIRE ROPE FOR EOT CRANES DIA:22MM,,,,,,,
8702,,LIQUIDATION,,,,,,,
332,,PVC INSULATED 4 CORE X 1.5SQ.MM CABLE,,,,,,,
605,,IMPREGNATION SEALANT PC 504 66IF FOR,,,,,,,
1768,,RAIN COAT WITH CAP.,,,,,,,
61,,Hydraulic oil,,,,,,,
315,,"LED BULB,9 WATT,RATED VOLTAGE : 230 VOLT",,,,,,,
6893,,Medicine,,,,,,,
9632,,WELDING POWDER WIRE 2.8MM GOST 26101-84,,,,,,,
5284,,GCS INDIGENOUS HARNESSES AS PER TABLE 1,,,,,,,
4987,,SPARES FOR WEDM MODEL:ENOVA-2S.CNC,,,,,,,
3141,,REDUCER WITH FILTER ASSY,,,,,,,
10202,,Events,,,,,,,
519,,FIRST BEARING BODY FORGING,,,,,,,
5129,,"PCB BOARD 36W, SMD LED TYPE 2835",,,,,,,
1876,,DISC WITH OUTER TEETH,,,,,,,
719,,RECONDITIONING AND REPAIR OF HMC 800,,,,,,,
2311,,"38XC,GOST:4543-71,HOT ROLLED",,,,,,,
211,,STATIC RECTIFIER: SPEC:INPUT SUPPLY415+,,,,,,,
563,,ASSY. INLET VALVE WITH DISC LOCK,,,,,,,
3582,,PNEUMATIC TYPE IMPACT WRENCH HALF INCH,,,,,,,
10291,,Association,,,,,,,
563,,ASSY. EXHAUST VALVE WITH DISC LOCK,,,,,,,
1222,,INDUSTRIAL PURPOSE LITHIUM BASE GREASE-,,,,,,,
1701,,HOSE,,,,,,,
394,,UPPER RACE RING 675-57-276,,,,,,,
2473,,GASKET,,,,,,,
8921,,IT,,,,,,,
229,,HSS T/S DRILL DIA:5.5MM. IS:5103,,,,,,,
8812,,SPHERICAL ROLLER BEARING 22213E,,,,,,,
6374,,SILICON CARBIDE CRUCIBLE.,,,,,,,
2063,,SEALING WASHER,,,,,,,
9206,,INSERT CARBIDE DCMT 11T308-P40 COATED,,,,,,,
2063,,SEALING RING,,,,,,,
3766,,BUSH BODY ASSY,,,,,,,
4395,,ALUMINIUM ARMOUR PLATE-CUT BLANKS,,,,,,,
4664,,"MCB WITH ISI MARK, SINGLE POLE AMPS: 20",,,,,,,
3766,,IDLE GEAR WITH BUSH ASSY,,,,,,,
373,,FRONT FLANGE LH,,,,,,,
263,,LARGE GEAR TRAIN SUB ASSY,,,,,,,
263,,IDLE GEAR WITH BUSH ASSY,,,,,,,
2368,,STEEL 40,,,,,,,
243,,ASSY EXHAUST VALVE WITH DISC LOCK,,,,,,,
243,,ASSY VALVE EXHAUST WITH DISC LOCK,,,,,,,
8642,,SHIPYARD,,,,,,,
3695,,PORTABLE FIRE EXTINGUISHER AS PER BS-EN3,,,,,,,
7176,,Fabric Nylon 75 GSM White PU Coated 152 cms,,,,,,,
7176,,100 PERCENT POLYESTER MICROFILAMENT WOVEN FABRIC JUNGLE GREEN 70 GSM WIDTH 150CM MIN,,,,,,,
1351,,"HELIUM GAS   PURITY (VOL%) 99.996,",,,,,,,
124,,CLOTH PLAIN WEAVE POLYESTER & COTTON KHAKI 137 CM,,,,,,,
3001,,COVER,,,,,,,
3001,,BREATHER ASSEMBLY,,,,,,,
2663,,BRANCH PIPE,,,,,,,
5108,,CNAL,,,,,,,
6905,,HSS MACHINE TAPS M8X1.25 - 6H.,,,,,,,
8663,,GEAR (FORGING),,,,,,,
8663,,CLUSTER GEAR FORGING,,,,,,,
202,,BEARING 80018 OR 6-80018,,,,,,,
401,,MODIFIED WATER PUMP ASSY,,,,,,,
62,,"LIQUID PETROLEUM GAS,(LPG)",,,,,,,
401,,STUD M8 X 38,,,,,,,
2758,,THREAD PLUG GAUGE M36X1.5-7H.,,,,,,,
3061,,CRANE CHAIN AND HOOKS/SLING TO DRG NO 54,,,,,,,
5778,,OXY-ACETYLENE CUTTING NOZZLE SIZE:6 FOR,,,,,,,
19,,AIRLIFTING OF IMPORT STORES FROM ABROAD,,,,,,,
2156,,"38XC,GOST:4543-71,HOT ROLLED/FORGED",,,,,,,
5971,,ASSY MANIFOLD INTAKE,,,,,,,
6629,,AL.CHEQ PL 5X1220X2500MM GR:52000 IS:737,,,,,,,
6488,,ALKALINE INDUSTRIAL BATTERY - LR20XWA,,,,,,,
7381,,WASHER,,,,,,,
8317,,Events,,,,,,,
7381,,NOZZLE APPARATUS,,,,,,,
6266,,BEVEL GEAR,,,,,,,
8495,,GASKET,,,,,,,
1685,,POTASSIUM NITRATE,,,,,,,
8495,,SEALING RING(PACKING RING),,,,,,,
6441,,"SUR.TREATMENT,ELECTRO-FERRETIC.LACQ OF SMALL ARMS COMPONENTS",,,,,,,
2083,,GEAR (FORGING),,,,,,,
393,,TWIN TOP ROLLER WITH MTG BOLTS & WASHERS,,,,,,,
2083,,THRUST FLANGE,,,,,,,
1702,,FLEXIBLE HOSE,,,,,,,
1702,,RING,,,,,,,
363,,CABLE ASSY-2(COMMANDER TANK),,,,,,,
147,,DISC WITH HUB ASSY.,,,,,,,
2467,,CAP,,,,,,,
2467,,GEAR,,,,,,,
522,,HULL BOTTEM FRONT PLATE,,,,,,,
2303,,"ELECTROMAGNETIC CLUTCH EKR 1Z ORIGINAL {ZE} 24 V. CLUTCH PLATE-INNER, SIZE:OD-150MM X ID-117MM X 2MM CLUTCH PLATE-OUTER WITH BREAK LINER. REPAIRING OF ELECTROMAGNETIC CLUTCH EKR 1Z.",,,,,,,
1743,,ASSY SEAL,,,,,,,
1743,,SEALING RING ASSEMBLY.,,,,,,,
8986,,200 MBPS INTERNET LEASED LINE 1:1,,,,,,,
8533,,GEAR (FORGING),,,,,,,
8533,,CLUSTER GEAR FORGING,,,,,,,
194,,SLING FLEXIBLE STEEL WIRE ROPE WITH,,,,,,,
3232,,BEARING 92305 M ETY 500-65,,,,,,,
7264,,HONNING OPERATION OF REAR TUBE AS PER DRG.M-11760 HONNING OPERATION OF FRONT TUBE AS PER DRG.M-11759,,,,,,,
3232,,BEARING70-42205DI(ETY 500-65),,,,,,,
3664,,FILE ENGINEERS' FLAT BASTARD,,,,,,,
272,,TAP HAND & SHORT,,,,,,,
1870,,TRANSIT PLUG TO DRG.NO.NAI(J)502/3 IN F/C. PROTECTING RING TO DRG.NO.F13O3-O2729O B F/C,,,,,,,
600,,FORGING FOR BR.BASE TO DS CAT.NO.1O1O-OO1323,,,,,,,
3887,,FORGING FOR LEVER FIRING DS CAT NO.1010-001332,,,,,,,
2346,,S.R.D.G. BALL BEARING.NO:6202 ZZ.,,,,,,,
15276,,"PVC(SWR) PIPE 110MM DIA SINGLE SOCKET,3 METRE (L).",,,,,,,
3183,,Synchro Resolver 2.5 Watt,,,,,,,
3183,,Torsion Bar,,,,,,,
3183,,Cock Distribution,,,,,,,
5284,,Set of Circular Connectors,,,,,,,
5284,,Junction Box SS316,,,,,,,
6892,,DIGIMATIC OUTSIDE MICROMETER 150MM-300MM,,,,,,,
10067,,DIGITAL MEASURING INSTRUMENTS WITH DATA,,,,,,,
6766,,FAN,,,,,,,
10349,,BEARING SH8,,,,,,,
4159,,CUP SPRING TO PART NO.3241776 FOR BYSTR-,,,,,,,
2807,,HIGH PRESSURE MERCURY VAPOUR LAMPS,,,,,,,
5504,,PREVENTIVE MAINTENANCE WITH CALIBRATION,,,,,,,
3473,,WIRELESS SMOKE DETECTION AND ALARM,,,,,,,
2834,,CHARGING DEVICE (ASSEMBLY DRAWING),,,,,,,
477,,AUTOMATIC LUBRICATION UNIT ALU25,,,,,,,
574,,Optical sending unit OD1-1C,,,,,,,
1522,,VISIBLE TYPE CLEANER SELF SPRAYING,,,,,,,
6342,,"POLYURETHENE TUBE , SIZE-OD 6MM,COLOUR-",,,,,,,
1268,,TECH SEALANT RDL 840,,,,,,,
2553,,RING RACE UPPER,,,,,,,
4082,,CHROME ADDITIVE FOR CHROMIUM PLATING,,,,,,,
3268,,MULTI STAGE CENTRIFUGAL PUMP WITH MOTOR,,,,,,,
7105,,HIRING OF 50 MT TRAILER FROM,,,,,,,
7096,,HIRING OF 50MT LOW BED TRAILER WITH RAMP,,,,,,,
4666,,SINAMICS S120 DOUBLE MOTOR MODULE-18A,,,,,,,
3709,,CARBIDE ROTARY BURRS A5,,,,,,,
5182,,"COATED METALLIC ELECTRODES OF 18% CR,",,,,,,,
7212,,ASBESTOS MILL BOARD 1X1X1THICK 5MM,,,,,,,
212,,WELDG ROD FOR WASHING 10G/3.15MM DIA,,,,,,,
3076,,PORTABLE FIRE EXTINGUISHER AS PER BS EN3,,,,,,,
1325,,15 X 15 ABRASIVE STRAIGHT CUT TRIANGLE,,,,,,,
605,,AUST.SOLID WELDING WIRE 1.4MM DIA.,,,,,,,
427,,TURRET PNEUMATIC EQUIPMENT 675-04-Cb1,,,,,,,
800,,PRE HEATER ASSY.,,,,,,,
2954,,MICRO-TOP ELEMENT,,,,,,,
6476,,TAPER  ROLLER  BEARING 170X95X45.5,,,,,,,
6543,,"EXECUTIVE TABLE,PEDESTAL,WOODEN SHELF/CA",,,,,,,
3544,,WELDING ELECTRODE TO SIZE 3.15 SPECN,,,,,,,
11,,ROAD WHEEL ARM 765-33-128,,,,,,,
2982,,BOLT M6X74,,,,,,,
1083,,COPPER-ASBESTOS PACKING RING 12X18,,,,,,,
2982,,STUD M6X45,,,,,,,
2982,,NUT M14X1.5,,,,,,,
2982,,VALVE SEAT,,,,,,,
3941,,BEARING 308 OR 6-308 GOST 8338-75,,,,,,,
4086,,LINK BELT FOR CARTRIDGE 12.7MM,,,,,,,
2982,,STUD M 8 X 40,,,,,,,
2982,,BOLT M8 - 6g X 25,,,,,,,
2982,,STUD M12 X 60,,,,,,,
2982,,STUD M12 X 84,,,,,,,
2982,,STUD(M8 X 50),,,,,,,
2982,,STUD M 6 X 32,,,,,,,
2982,,STUD M 8 X 30,,,,,,,
2982,,BUSH OF CON.ROD BIG END,,,,,,,
8951,,SMART CARD PRINTER,,,,,,,
2982,,STUD M8 X 38,,,,,,,
2982,,STUD M8 X 72,,,,,,,
2982,,STUD M9 X 32,,,,,,,
2982,,STUD M8 X 48,,,,,,,
2982,,STUD M 6 X 21,,,,,,,
2790,,"LEVER,GEAR RIM",,,,,,,
2982,,COUPLING STUD,,,,,,,
2982,,STARTING VALVE BUSH,,,,,,,
2982,,STUD CYLINDER BLOCK,,,,,,,
252,,COUPLING ELEMENT UH 3067,,,,,,,
2982,,STUD M8 X 35,,,,,,,
4495,,SENDING UNIT ASSEMBLY DRAWING,,,,,,,
3183,,FIP DRIVE COUPLING ASSY,,,,,,,
2095,,BRACKET,,,,,,,
6658,,ROTARY CONVEYOR 2.5  BT 0.05,,,,,,,
3183,,HYDRAULIC PISTON,,,,,,,
3183,,HYDRAULIC CYLINDER,,,,,,,
7597,,RELAY BOX KP1-1C,,,,,,,
202,,BEARING 210 ETY 500-65,,,,,,,
202,,BEARING 42305 M ETY 500-65,,,,,,,
202,,DEEP GROOVE SINGLE BALL BEARING,,,,,,,
338,,LEAD ACID TRACTION BATTERY,,,,,,,
202,,BEARING 6-36207 L ETY 500),,,,,,,
202,,BEARING 25-207 BTI ETY 500,,,,,,,
298,,DIGITAL EARTH TEST CLAMP,,,,,,,
202,,BEARING70-42205DI(ETY 500-65),,,,,,,
202,,BEARING 92305 M ETY 500-65,,,,,,,
202,,RADIAL CYL ROLLER BEARING,,,,,,,
2504,,05% ALUM.BERYLLIUM MASTER ALLOY-10-50gm,,,,,,,
202,,BEARING 6-204 ETU 500,,,,,,,
202,,BALL BEARING 6205Z,,,,,,,
479,,STEEL SHOTS SIZE:1 MM DIA IS:4606-1968,,,,,,,
202,,BEARING 12302 B1 ETY 500-65,,,,,,,
202,,DEEP GROOVE S/ROW BALL BEARING 205K,,,,,,,
145,,"MOBILE CONTAINER FOR SOLID WASTE (HDPE),",,,,,,,
202,,DOUBLE ROW SPERICAL ROLLER BEARING,,,,,,,
202,,BEARING 292208 M ETY 500-65,,,,,,,
2257,,"BATTERY HEAVY DUTY TRACTION 36V 300AH,",,,,,,,
202,,BEARING(304K),,,,,,,
4573,,REPAIRING OF INTEGRATED SPINDLE OF HMC,,,,,,,
316,,DIODE MODEL NO.AMDS 7000/04-AMR 1902 024,,,,,,,
6709,,12MMX6X36 STEEL CORE WIRE ROPE,,,,,,,
223,,"REPAIRING OF SIEMENS OPERATOR PANEL,",,,,,,,
3141,,PISTON,,,,,,,
3141,,PIN (SHAFT) WITH LEVER,,,,,,,
3141,,BUSH,,,,,,,
1072,,INDUSTRIAL SAFETY SHOE,,,,,,,
13680,,PRIMER 1 A/L (EMPTY),,,,,,,
3141,,SPRING LEVER,,,,,,,
7282,,VERNIERCALIPER DIGITAL 0-300MM.,,,,,,,
13680,,FUZE DA 117 (EMPTY),,,,,,,
3141,,NUT,,,,,,,
3141,,VALVE GUIDE,,,,,,,
2322,,QUARTZ SILICA SAND GR:425/212 (g24290),,,,,,,
3141,,SPRING,,,,,,,
3141,,WASHER,,,,,,,
10376,,PRIMER 1 A/L (EMPTY),,,,,,,
3141,,WASHER 10T,,,,,,,
7716,,ANNAUL MAINTENANCE CONTRACT (AMC),,,,,,,
3141,,BEARING,,,,,,,
10376,,FUZE DA 117 (EMPTY),,,,,,,
3141,,DELIVERY VALVE SPRING,,,,,,,
5761,,ANGLE PIECE DRG NO.MC/ARM/006 87-D-20-5,,,,,,,
10376,,FUZE DA5A (EMPTY),,,,,,,
3141,,SHAFT WITH IMPELLER,,,,,,,
3232,,"BALL BEARING 76-77-0067 KS15, ETY-100-3",,,,,,,
10376,,VARIOUS COMPONENT OF KB-30 PRIMER,,,,,,,
10630,,FUZE DA5A (EMPTY),,,,,,,
3141,,WATER PUMP DRIVE TORSION BAR,,,,,,,
3141,,END PLUG FORGE CONVERTED FROM AL BAR,,,,,,,
684,,H-60 STEEL PACKING BOX,,,,,,,
684,,BOX C-51A FOR PACKING,,,,,,,
3141,,HOUSING,,,,,,,
764,,FAN MOTOR,,,,,,,
684,,BOX C-53A,,,,,,,
684,,BOX M-41A FOR BARMINE PACKING,,,,,,,
684,,CONTAINER RK33,,,,,,,
11,,STEEL BILLETS 200MMRCS+15,,,,,,,
11,,STEEL ROUND 18X2H4MA DIA 25MM,,,,,,,
10365,,LED FLAME PROOF WELL GLASS LIGHT FITTING,,,,,,,
1451,,VARIOUS PAINTS FOR AMMUNITION,,,,,,,
6753,,CYLINDER HEAD COVER RH,,,,,,,
6753,,FUEL PUMP DRIVE HOUSING,,,,,,,
2754,,METALIC BOXES FR PACKING,,,,,,,
2754,,BODY AND CASE FOR KB-30 PRIMER,,,,,,,
3200,,PRESSURE WARNING DEVICE CD SPECIFICATION,,,,,,,
1641,,LUB.OIL SERVO WAY 68(IOC)/OR EQUIVALANT),,,,,,,
401,,NITRIDING OF CYLINDER LINERS,,,,,,,
5881,,CYLINDER BLOCK CRANK CASE,,,,,,,
1679,,CUSHION LID DRIVER'S HATCH,,,,,,,
5645,,OIL PUMP GEAR,,,,,,,
5645,,OIL PUMP DRIVE GEAR,,,,,,,
594,,"COATED METALLIC ELECTRODES OF 18% CR,",,,,,,,
5645,,STEEL PACKING CASE/CONTAINER,,,,,,,
7180,,INLET CAMSHAFT FORGING,,,,,,,
7180,,EXHAUST CAM SHAFT FORGING,,,,,,,
8543,,BRASS-LC59-1 36mm,,,,,,,
8543,,BRONZE BPAX9-4 45MM DIA,,,,,,,
8543,,ALU. BRONZE ROD DIA 55MM,,,,,,,
8543,,BRASS-LC59-1. 30 MM DIA.,,,,,,,
62,,KEROSENE,,,,,,,
62,,CALIBRATION FLUID,,,,,,,
61,,KEROSENE,,,,,,,
61,,L.S.H.F. H.S.DIESEL,,,,,,,
8256,,STUD M10 x125,,,,,,,
8256,,STUD M9X38,,,,,,,
5809,,FORGING FOR INSERTION,,,,,,,
6476,,GREASE,,,,,,,
6793,,VENTILATION SYSTEM CRANK CASE,,,,,,,
6793,,OIL SEPARATOR ASSY,,,,,,,
6793,,AIR DISTRIBUTOR ASSY,,,,,,,
5960,,EXHAUST CAMSHAFT,,,,,,,
5960,,INLET CAM SHAFT,,,,,,,
5960,,INTAKE CAMSHAFT,,,,,,,
5960,,EXHAUST CAMSHAFT(DISTRIBUTION SHAFT,,,,,,,
5960,,TA FOR MACHINING OF EX.CAM SHAFT,,,,,,,
5960,,TA FOR MACHINING OF IN. CAM SHAFT,,,,,,,
6104,,INJECTOR,,,,,,,
6104,,ROTOR BODY ASSEMBLY,,,,,,,
6104,,FILTER HOUSING,,,,,,,
6104,,ROD,,,,,,,
6104,,ROTOR ASSEMBLY,,,,,,,
6104,,CENTRIFUGAL FILTER.,,,,,,,
11666,,BREATHER ASSEMBLY,,,,,,,
61,,SERVO SUPER MULTI GRADE OIL 20W50,,,,,,,
61,,LUBREX 22 PRESERVATION OIL,,,,,,,
61,,HIGH SPEED DIESEL OIL (GR.HSD),,,,,,,
61,,SERVO GUARD 30,,,,,,,
3401,,OXYGEN GAS MULTI-STAGE REGULATOR ESAB,,,,,,,
2933,,M35(HSS) P/S END MILLS 12X12X53X101MM.,,,,,,,
2233,,AMC FOR 3NOS.OF AIR COMPRESSORS,,,,,,,
6854,,CANON MULTIFUNCTION MACHINES MFM MODEL,,,,,,,
8812,,"BEARING B-80018 ETY 500,GOST 7242-81",,,,,,,
3183,,HYDRAULIC SHOCK ABSORBER 765-32-CD116,,,,,,,
56,,NAVIGATIONAL SET SATELLITE GPS 9312A W/B,,,,,,,
2368,,STEEL SHEET SIZE:2.50X1250X2500 MM,,,,,,,
2913,,:IMMERSION PYROMETER MICROPROCESSOR,,,,,,,
3141,,SPRING WASHER A10 TO IS:3063-1994 GALVAN,,,,,,,
401,,WATER PUMP,,,,,,,
401,,MAIN CONNECTING ROD,,,,,,,
1313,,CAM IRR DARK BROWN ISC 412 PAINT,,,,,,,
401,,CAP(COVER) OF MCR,,,,,,,
401,,WATER PUMP ASSY,,,,,,,
5284,,TURRET ELEC.WIRES TO DRG.NO.675-97-Cb5,,,,,,,
401,,"ASSY, PACKING UNITS",,,,,,,
401,,ASSY COCK,,,,,,,
401,,ASSY PACKING DISC,,,,,,,
202,,BEARING 80202 GOST 7242-81 ETY 500,,,,,,,
6051,,COOLANT FILTER CARTRIDGE,,,,,,,
3141,,REDUCING VALVE SPRING,,,,,,,
4406,,MACHINE CUTTING TORCH FOR ACETYLENE,,,,,,,
3141,,CAP,,,,,,,
3141,,ATOMISER(SPRAYING NOZZLE),,,,,,,
3141,,WASHER 6T,,,,,,,
3141,,SHAFT IMPELLER ASSY,,,,,,,
3141,,BOLT,,,,,,,
3141,,GUIDE BUSHING,,,,,,,
3141,,CUP,,,,,,,
3141,,ELBOW,,,,,,,
3141,,AIR INTAKE HEATING UNIT ASSY,,,,,,,
3141,,CRANK SHAFT FLY WHEEL,,,,,,,
3141,,FUEL FEED PUMP,,,,,,,
3141,,EXHAUST MANIFOLD,,,,,,,
3141,,SPRING RING,,,,,,,
3141,,PUMP ELEMENT,,,,,,,
3141,,WASHER 8T,,,,,,,
3141,,BUSH FOR CONNECTING ROD BIG END,,,,,,,
3141,,LOCK SPRING,,,,,,,
3141,,THRUST BEARING UPPER,,,,,,,
3141,,RETAINING RING,,,,,,,
3141,,SWIVEL ELBOW WITH REDUCING VALVE ASSY,,,,,,,
3141,,BUSH FOR CO.ROD SMALL END,,,,,,,
3141,,DISC SPRING WASHER,,,,,,,
3141,,BEARING BUSH,,,,,,,
3141,,INJECTOR WITH FILTER,,,,,,,
336,,BATTERY 12V 120AH,,,,,,,
2663,,SEATS TO DRG NO.675-18-Sb3.CQA(ICV)/QAI,,,,,,,
6029,,HELIUM GAS CONFIRMING TO INTERNATIONAL,,,,,,,
991,,HANDLE - MBT ARJUN MK1A,,,,,,,
8575,,PLUG 765-05-426,,,,,,,
3942,,BOLT M6.8g X 35.46.019 TO GOST:7795-70,,,,,,,
3141,,SECOND SPRING OF REGULATOR,,,,,,,
3141,,DELIVERY VALVE ASSY,,,,,,,
3141,,PLUG,,,,,,,
3148,,IR SENSOR KIT AS PER ENCLOSED LIST,,,,,,,
2080,,HSAP 10X2000X4300MM TO CDA 99:2018 CLASS,,,,,,,
3141,,BUSH FOR CON ROD SMALL END(R1 SIZE),,,,,,,
9206,,C.TURNING INSERT DNMG 150608-TK35/GC435,,,,,,,
3141,,SPRAY TIP ASSY,,,,,,,
