CompanyId,CompanyName,search_text
8415,SAR TECH SOLUTIONS PRIVATE LIMITED,"SAR TECH SOLUTIONS PRIVATE LIMITED SAR TECH SOLUTIONS PRIVATE LIMITED SAR TECH SOLUTIONS PRIVATE LIMITED Haryana 82 Sector-28,Faridabad,Haryana,121008-India ; nan nan ; nan nan nan nan ; nan nan"
8416,FLIGHT SIMULATION TECHNIQUE CENTRE PRIVATE LIMITED,"FLIGHT SIMULATION TECHNIQUE CENTRE PRIVATE LIMITED FLIGHT SIMULATION TECHNIQUE CENTRE PRIVATE LIMITED FLIGHT SIMULATION TECHNIQUE CENTRE PRIVATE LIMITED Haryana Plot No 46, Sector 35, HSIIDC,,Gurgaon,Gurgaon,Haryana,122001-India ; nan nan ; nan nan nan nan ; nan nan"
8417,ASSURE QUALITY MANAGEMENT CERTIFICATION SERVICES PRIVATE LIMITED,"ASSURE QUALITY MANAGEMENT CERTIFICATION SERVICES PRIVATE LIMITED ASSURE QUALITY MANAGEMENT CERTIFICATION SERVICES PRIVATE LIMITED ASSURE QUALITY MANAGEMENT CERTIFICATION SERVICES PRIVATE LIMITED Haryana HOUSE NO. 1172 SECTOR-11,PANCHKULA,Panchkula,Haryana,134109-India ; nan nan ; nan nan nan nan ; nan nan"
8418,EURONICS INDUSTRIES PRIVATE LIMITED,"EURONICS INDUSTRIES PRIVATE LIMITED EURONICS INDUSTRIES PRIVATE LIMITED EURONICS INDUSTRIES PRIVATE LIMITED Haryana 567, Udyog Vihar Phase-5, Gurgaon-122016,gurgaon,Gurgaon,Haryana,122016-India ; nan nan ; nan nan nan nan ; nan nan"
8419,SRG TECHNO PRIVATE LIMITED,"SRG TECHNO PRIVATE LIMITED SRG TECHNO PRIVATE LIMITED SRG TECHNO PRIVATE LIMITED Jammu & Kashmir BAHU BLAZA,NORTH BLOCK, IIND FLOOR,PANAMA CHOWK,,JAMMU AND KASHMIR,Jammu & Kashmir,180012-India ; ; nan nan nan nan ; nan nan"
8420,KITO INDIA PRIVATE LIMITED,"KITO INDIA PRIVATE LIMITED KITO INDIA PRIVATE LIMITED KITO INDIA PRIVATE LIMITED Karnataka Sy No.118/2, 80 Feet Road, Jakkur Post,Yelahanka Hobli,,Bengaluru,Bangalore,Karnataka,560064-India ; nan nan ; nan nan nan nan ; nan nan"
8421,DAGLIYA CONSULTANTS PRIVATE LIMITED,"DAGLIYA CONSULTANTS PRIVATE LIMITED DAGLIYA CONSULTANTS PRIVATE LIMITED DAGLIYA CONSULTANTS PRIVATE LIMITED Karnataka KHATA NO. 301A/245/18/1 A3/1, 2, PANTHARPALAYA NAYANDAHALLI, MYSORE ROAD,BANGALORE,Bangalore,Karnataka,560098-India ; nan nan ; nan nan nan nan ; nan nan"
8422,KAMTRESS AUTOMATION SYSTEMS PRIVATE LIMITED,"KAMTRESS AUTOMATION SYSTEMS PRIVATE LIMITED KAMTRESS AUTOMATION SYSTEMS PRIVATE LIMITED KAMTRESS AUTOMATION SYSTEMS PRIVATE LIMITED Karnataka 7, KONANKUNTE INDUSTRIALAREA ANJANAPURAM MAIN ROAD, HARINAGAR CROSS,,BANGALORE,Karnataka,560062-India ; ; nan nan nan nan ; nan nan"
8423,MANAV MARKETING PRIVATE LIMITED,"MANAV MARKETING PRIVATE LIMITED MANAV MARKETING PRIVATE LIMITED MANAV MARKETING PRIVATE LIMITED Karnataka No. 185/A-1/1, 7th Main Road Yeshwanthpur Suburb, 2nd Stage, 3rd Phas,e, Peenya,Bengaluru,Bangalore,Karnataka,560058-India ; nan nan ; nan nan nan ; SERVO DRIVE FILTER; SUPPLY AND INSTALLATION OF CONTROL MODULE"
8424,TEKTRONIX (INDIA) PRIVATE LIMITED,"TEKTRONIX (INDIA) PRIVATE LIMITED TEKTRONIX (INDIA) PRIVATE LIMITED TEKTRONIX (INDIA) PRIVATE LIMITED Maharashtra Unit No FF-A-07, 1st Floor, Art Guild House, Phoenix Market City, LBS Marg, Kurla (West),Mumbai,Mumbai,Maharashtra,400070-India ; nan nan ; nan nan nan nan ; nan nan"
8425,GENSER AEROSPACE AND INFORMATION TECHNOLOGIES PRIVATE LIMITED,"GENSER AEROSPACE AND INFORMATION TECHNOLOGIES PRIVATE LIMITED GENSER AEROSPACE AND INFORMATION TECHNOLOGIES PRIVATE LIMITED GENSER AEROSPACE AND INFORMATION TECHNOLOGIES PRIVATE LIMITED Karnataka No.64, Ground & 1st Floor, Palace Road,Bangalore,Bangalore,Karnataka,560052-India ; nan nan ; nan nan nan nan ; nan nan"
8426,NQA CERTIFICATION PRIVATE LIMITED,"NQA CERTIFICATION PRIVATE LIMITED NQA CERTIFICATION PRIVATE LIMITED NQA CERTIFICATION PRIVATE LIMITED Karnataka No.34, R.V road ,Ground Floor,Upkar Chambers,Bangalore South,Bangalore,Karnataka,560004-India ; nan nan ; nan nan nan nan ; nan nan"
8427,HYDROPACK (INDIA) PRIVATE LIMITED,"HYDROPACK (INDIA) PRIVATE LIMITED HYDROPACK (INDIA) PRIVATE LIMITED HYDROPACK (INDIA) PRIVATE LIMITED Karnataka PLOT NO.19, SY.NO.323,MAJAGAON INDUSTRIAL AREAM UDYAMBAG,,BELGAUM,Karnataka,590008-India ; ; nan nan nan ; OPERATIONALIZE OF HYD ALIGNER"
8428,REALTIME TECHSOLUTIONS PRIVATE LIMITED,"REALTIME TECHSOLUTIONS PRIVATE LIMITED REALTIME TECHSOLUTIONS PRIVATE LIMITED REALTIME TECHSOLUTIONS PRIVATE LIMITED Karnataka No.73 Sri Satya Sai Greenfield Layout,Kannamangala Road Seegehalli Bangalore,Bangalore South,Bangalore,Karnataka,560067-India ; ; nan nan nan nan ; nan nan"
8429,SHRIDHAN AUTOMATION PRIVATE LIMITED,"SHRIDHAN AUTOMATION PRIVATE LIMITED SHRIDHAN AUTOMATION PRIVATE LIMITED SHRIDHAN AUTOMATION PRIVATE LIMITED Karnataka SHED NO. B-54, KSSIDC INDUSTRAIL ESTATE KUMBALAGODU,BANGALORE,Karnataka,560074-India ; nan nan ; nan nan nan nan ; nan nan"
8430,AMADA (INDIA) PRIVATE LIMITED,"AMADA (INDIA) PRIVATE LIMITED AMADA (INDIA) PRIVATE LIMITED AMADA (INDIA) PRIVATE LIMITED Karnataka No.60,Aerospace Park,KIADB,Singahalli Budigere Post, Bangalore North,Bangalore,Bangalore,Karnataka,562129-India ; nan nan ; nan nan nan nan ; nan nan"
8431,BODHI PROFESSIONAL SOLUTIONS PRIVATE LIMITED,"BODHI PROFESSIONAL SOLUTIONS PRIVATE LIMITED BODHI PROFESSIONAL SOLUTIONS PRIVATE LIMITED BODHI PROFESSIONAL SOLUTIONS PRIVATE LIMITED Karnataka #92-94, SUDHINDRA BUILDING,8TH CROSS, MALLESWARAM,,BANGALORE.,Karnataka,560003-India ; nan nan ; nan nan nan nan ; nan nan"
8432,ALPHA DESIGN TECHNOLOGIES PRIVATE LIMITED,"ALPHA DESIGN TECHNOLOGIES PRIVATE LIMITED ALPHA DESIGN TECHNOLOGIES PRIVATE LIMITED ALPHA DESIGN TECHNOLOGIES PRIVATE LIMITED Electronics & Electrical Electronics & Electrical Karnataka # 9, SERVICE ROAD, HAL II STAGE INDIRANAGAR,BANGALORE,Karnataka,560008-India ; ; nan nan nan ; CABLE ASSY-W10, SIGHT; CABLE ASSY-W6 , DISPLAY"
8433,ID SMART CARDS CREATIONS PRIVATE LIMITED,"ID SMART CARDS CREATIONS PRIVATE LIMITED ID SMART CARDS CREATIONS PRIVATE LIMITED ID SMART CARDS CREATIONS PRIVATE LIMITED Karnataka NO. 421/0, FIRST FLOOR,FIRST STAGE, INDIRANAGAR,BANGALORE.,INDIRANAGAR,BANGALORE.,Karnataka,560038-India ; ; nan nan nan nan ; nan nan"
8434,TONBO IMAGING INDIA PRIVATE LIMITED,"TONBO IMAGING INDIA PRIVATE LIMITED TONBO IMAGING INDIA PRIVATE LIMITED TONBO IMAGING INDIA PRIVATE LIMITED Electronics & Electrical Electronics & Electrical Karnataka NO-3 CHIKKAYELLAPPA TOWER-II, IST C MAIN SARJAPAUR MAIN ROAD, JAKKASANDRA EXTN,CHIKKAYELLAPPA INDL LAYOUT BANGALORE,Bangalore,Karnataka,560034-India ; ; nan nan nan ; Fused Passive Night Vision Device( Binocular/Monocular/Googles/Helmet, Thermal Weapon Sight, Multi Sensors, Electro Optic sight; Night vision device"
8435,ECO GREEN SOLUTION SYSTEMS PRIVATE LIMITED,"ECO GREEN SOLUTION SYSTEMS PRIVATE LIMITED ECO GREEN SOLUTION SYSTEMS PRIVATE LIMITED ECO GREEN SOLUTION SYSTEMS PRIVATE LIMITED Karnataka NO. 93 (NEW NO. 5), 7TH CROSS LOWER PALACE ORCHID,,BENGALURU,Bangalore,Karnataka,560003-India ; ; nan nan nan nan ; nan nan"
8436,DIGIPROTECH MARKCOM INDIA PRIVATE LIMITED,"DIGIPROTECH MARKCOM INDIA PRIVATE LIMITED DIGIPROTECH MARKCOM INDIA PRIVATE LIMITED DIGIPROTECH MARKCOM INDIA PRIVATE LIMITED Karnataka NO 220, SSM Road Murphy Town,Halasuru,BANGALORE,Bangalore,Karnataka,560008-India ; ; nan nan nan nan ; nan nan"
8437,SGI ENGINEERS PRIVATE LIMITED,"SGI ENGINEERS PRIVATE LIMITED SGI ENGINEERS PRIVATE LIMITED SGI ENGINEERS PRIVATE LIMITED Karnataka # 1031/14,1st and 2nd Floor,39th 'E' Cross, 26th Main, 4th 'T' Blcok,Jayanagar,,Bangalore,Karnataka,560041-India ; nan nan ; nan nan nan nan ; nan nan"
8438,TRANSVAHAN TECHNOLOGIES (INDIA) PRIVATE LIMITED,"TRANSVAHAN TECHNOLOGIES (INDIA) PRIVATE LIMITED TRANSVAHAN TECHNOLOGIES (INDIA) PRIVATE LIMITED TRANSVAHAN TECHNOLOGIES (INDIA) PRIVATE LIMITED Karnataka Site-1,88/1 Basavanahalli,Kasaba Hobli,Nelamangala,Bangalore Rural,Bangalore Rural,Karnataka,562123-India ; nan nan ; nan nan nan nan ; nan nan"
8439,DEUTSCH QUALITY SYSTEMS (INDIA) PRIVATE LIMITED,"DEUTSCH QUALITY SYSTEMS (INDIA) PRIVATE LIMITED DEUTSCH QUALITY SYSTEMS (INDIA) PRIVATE LIMITED DEUTSCH QUALITY SYSTEMS (INDIA) PRIVATE LIMITED Karnataka Ground Floor, South Wing, Vaishnavi Tech Park, Sy.No.16/1 and 17/2,Bellandur Gate, Sarjapur Main Road, Ambalipura,Bangalore South,Bangalore,Karnataka,560102-India ; nan nan ; nan nan nan nan ; nan nan"
8440,I-POINT CONSULTING SERVICES PRIVATE LIMITED,"I-POINT CONSULTING SERVICES PRIVATE LIMITED I-POINT CONSULTING SERVICES PRIVATE LIMITED I-POINT CONSULTING SERVICES PRIVATE LIMITED Karnataka DOOR NO.4-8-739/26, FIRST FLOOR, DIVYA ENCLAVE, OFF: M.G. ROAD,,MANGALORE,Dakshina Kannada,Karnataka,575003-India ; nan nan ; nan nan nan nan ; nan nan"
8441,CLEANWAY MANAGEMENT SYSTEMS (INDIA) PRIVATE LIMITED,"CLEANWAY MANAGEMENT SYSTEMS (INDIA) PRIVATE LIMITED CLEANWAY MANAGEMENT SYSTEMS (INDIA) PRIVATE LIMITED CLEANWAY MANAGEMENT SYSTEMS (INDIA) PRIVATE LIMITED Karnataka NO. 137 AND 138, 9TH MAIN, 1ST CROSS, VENKATAMMA MS RAMAIAH COLONY, MATHIKERE,,BANGALORE,Karnataka,560054-India ; nan nan ; nan nan nan nan ; nan nan"
8442,SOFTINWAY TURBOMACHINERY SOLUTIONS PRIVATE LIMITED,"SOFTINWAY TURBOMACHINERY SOLUTIONS PRIVATE LIMITED SOFTINWAY TURBOMACHINERY SOLUTIONS PRIVATE LIMITED SOFTINWAY TURBOMACHINERY SOLUTIONS PRIVATE LIMITED Karnataka Flat No 301, 3rd Floor, Royal Manor, 70/10, Cunningham Road,,Bangalore,Bangalore,Karnataka,560052-India ; nan nan ; nan nan nan nan ; nan nan"
8443,EXCELZON TECHNOLOGIES (INDIA) PRIVATE LIMITED,"EXCELZON TECHNOLOGIES (INDIA) PRIVATE LIMITED EXCELZON TECHNOLOGIES (INDIA) PRIVATE LIMITED EXCELZON TECHNOLOGIES (INDIA) PRIVATE LIMITED Karnataka 29/17B, Nandi Garden Apartments, Phase-2 Avalahalli,Bangalore,Karnataka,560062-India ; ; nan nan nan nan ; nan nan"
8444,RENALYX HEALTH SYSTEMS PRIVATE LIMITED,"RENALYX HEALTH SYSTEMS PRIVATE LIMITED RENALYX HEALTH SYSTEMS PRIVATE LIMITED RENALYX HEALTH SYSTEMS PRIVATE LIMITED Karnataka No. 19 and 19/1, 2nd Floor, South End Road, Basavangudi,,Bengaluru,Bangalore,Karnataka,560004-India ; ; nan nan nan nan ; nan nan"
8445,KITCO LIMITED,"KITCO LIMITED KITCO LIMITED KITCO LIMITED Kerala MM Gardens, Church Landing Road, Near Kerala Fine Arts Hall,,Ernakulam,Ernakulam,Kerala,682016-India ; nan nan ; nan nan nan nan ; nan nan"
8446,GAIAGEN TECHNOLOGIES PRIVATE LIMITED,"GAIAGEN TECHNOLOGIES PRIVATE LIMITED GAIAGEN TECHNOLOGIES PRIVATE LIMITED GAIAGEN TECHNOLOGIES PRIVATE LIMITED Maharashtra YUSUF BLDG 36M G ROAD,MUMBAI,Maharashtra,400001-India ; nan nan ; nan nan nan nan ; nan nan"
8447,A.T.E. PRIVATE LIMITED,"A.T.E. PRIVATE LIMITED A.T.E. PRIVATE LIMITED A.T.E. PRIVATE LIMITED Maharashtra 43 DR V B MARG, FORT,,MUMBAI,Maharashtra,400023-India ; nan nan ; nan nan nan nan ; nan nan"
8448,ASHRA CONSULTANTS PRIVATE LIMITED,"ASHRA CONSULTANTS PRIVATE LIMITED ASHRA CONSULTANTS PRIVATE LIMITED ASHRA CONSULTANTS PRIVATE LIMITED Maharashtra S No- 157 And 307, at Galdawane, Near Datta Mandir (Sutarwadi) Post Paud,Taluka Mulshi,Pune,Pune,Maharashtra,412108-India ; nan nan ; nan nan nan nan ; nan nan"
8449,FUJI TECHNICAL SERVICES PVT LTD,"FUJI TECHNICAL SERVICES PVT LTD FUJI TECHNICAL SERVICES PVT LTD FUJI TECHNICAL SERVICES PVT LTD Chemical & Petroleum Products Chemical & Petroleum Products Maharashtra UNIT NO 110 1ST FLOOR TESLA BLDG NO 1 REHEJA DIST II PLOT NO GEN 2/1/C,PART D BLOCK TTC Industrial MIDC, Juinagar, Navi Mumbai,Thane,Thane,Maharashtra,400705-India ; ; nan nan nan ; COOLANT& COOLANT CHECKING KIT; SPARES FOR DIESEL ENGINE/D.G.SETS"
8450,EDELMAN INDIA PRIVATE LIMITED,"EDELMAN INDIA PRIVATE LIMITED EDELMAN INDIA PRIVATE LIMITED EDELMAN INDIA PRIVATE LIMITED Maharashtra 1st floor, Unit No.101 and 102, Peninsula Tower 1, Peninsula Corporate Park, Ganpatrao Kada,m Marg,,Mumbai,Mumbai City,Maharashtra,400013-India ; nan nan ; nan nan nan nan ; nan nan"
8451,KPMG INDIA PRIVATE LIMITED,"KPMG INDIA PRIVATE LIMITED KPMG INDIA PRIVATE LIMITED KPMG INDIA PRIVATE LIMITED Maharashtra 2nd Floor, Block T2 (B Wing) Lodha Excelus Apollo Mills Compound , N M Joshi Marg,,Mahalaxmi,Mumbai,Mumbai City,Maharashtra,400011-India ; nan nan ; nan nan nan ; Consultancy"
8452,KPMG ADVISORY SERVICES PRIVATE LIMITED,"KPMG ADVISORY SERVICES PRIVATE LIMITED KPMG ADVISORY SERVICES PRIVATE LIMITED KPMG ADVISORY SERVICES PRIVATE LIMITED Maharashtra 2nd Floor, Block T2 (B Wing) Lodha Excelus Apollo Mills Compound , N M Joshi Marg,,Mahalaxmi,Mumbai,Mumbai City,Maharashtra,400011-India ; ; nan nan nan ; Consultant; External Expert Consultancy"
8453,ARROW ELECTRONICS INDIA PRIVATE LIMITED,"ARROW ELECTRONICS INDIA PRIVATE LIMITED ARROW ELECTRONICS INDIA PRIVATE LIMITED ARROW ELECTRONICS INDIA PRIVATE LIMITED Maharashtra OFFICE NO. 906, 9TH FLOOR Atrium II Chakala, Andheri Kurla Road, Andheri East,MUMBAI,Mumbai City,Maharashtra,400059-India ; ; nan nan nan nan ; nan nan"
8454,NATIONAL COMMODITIES MANAGEMENT SERVICES LIMITED,"NATIONAL COMMODITIES MANAGEMENT SERVICES LIMITED NATIONAL COMMODITIES MANAGEMENT SERVICES LIMITED NATIONAL COMMODITIES MANAGEMENT SERVICES LIMITED Maharashtra WeWork Vaswani Chambers, 2nd Floor, 264-265,,Dr Annie Besant Rd, Municipal Colony, Worli Shivaji Nagar,,Mumbai,Mumbai,Maharashtra,400030-India ; nan nan ; nan nan nan nan ; nan nan"
8455,ABPS INFRASTRUCTURE ADVISORY PRIVATE LIMITED,"ABPS INFRASTRUCTURE ADVISORY PRIVATE LIMITED ABPS INFRASTRUCTURE ADVISORY PRIVATE LIMITED ABPS INFRASTRUCTURE ADVISORY PRIVATE LIMITED Maharashtra 301, Town Centre-2, Andheri Kurla Road, Andheri (East),,Mumbai,Mumbai City,Maharashtra,400059-India ; nan nan ; nan nan nan nan ; nan nan"
8456,NEX ROBOTICS PRIVATE LIMITED,"NEX ROBOTICS PRIVATE LIMITED NEX ROBOTICS PRIVATE LIMITED NEX ROBOTICS PRIVATE LIMITED Maharashtra UNIT NO - 13, BLDG NO 2 (A - 3) SECTOR - 1, MILLENIUM BUSINESS PARK, MAH,APE,NAVI MUMBAI,Mumbai City,Maharashtra,400710-India ; nan nan ; nan nan nan nan ; nan nan"
8457,ORIENTAL INTEGRATED FACILITY MANAGEMENT PRIVATE LIMITED,"ORIENTAL INTEGRATED FACILITY MANAGEMENT PRIVATE LIMITED ORIENTAL INTEGRATED FACILITY MANAGEMENT PRIVATE LIMITED ORIENTAL INTEGRATED FACILITY MANAGEMENT PRIVATE LIMITED Maharashtra 214, Samruddhi commercial complex,chincholi bunder Serenity Height ivory property,Malad wes,t,mumbai,Mumbai City,Maharashtra,400064-India ; ; nan nan nan ; Job Contract"
8458,P.R.O. MARINE SOLUTIONS PRIVATE LIMITED,"P.R.O. MARINE SOLUTIONS PRIVATE LIMITED P.R.O. MARINE SOLUTIONS PRIVATE LIMITED P.R.O. MARINE SOLUTIONS PRIVATE LIMITED Maharashtra OFFICE NO 1206 AND 1207, GOODWILL INFINITY PLOT NO E/3A SECTOR 12 KHARGHAR,NAVI MUMBAI,Raigarh,Maharashtra,410210-India ; ; nan nan nan nan ; nan nan"
8459,SUKIBA MANAGEMENT SERVICES PRIVATE LIMITED,"SUKIBA MANAGEMENT SERVICES PRIVATE LIMITED SUKIBA MANAGEMENT SERVICES PRIVATE LIMITED SUKIBA MANAGEMENT SERVICES PRIVATE LIMITED Maharashtra A-27, FIRST FLOOR, VASANT MARKET, CANADA CORNER,NASHIK,Maharashtra,422002-India ; nan nan ; nan nan nan nan ; nan nan"
8460,DENFAB CONSULTING ENGINEERS PRIVATE LIMITED,"DENFAB CONSULTING ENGINEERS PRIVATE LIMITED DENFAB CONSULTING ENGINEERS PRIVATE LIMITED DENFAB CONSULTING ENGINEERS PRIVATE LIMITED Maharashtra 202, Sharayu CHS, Old Ayre Road, Behind S.K. Patil School, Ramnagar,,Dombivli East,Thane,Maharashtra,421201-India ; ; nan nan nan nan ; nan nan"
8461,ASHWATTHA ADVISORS PRIVATE LIMITED,"ASHWATTHA ADVISORS PRIVATE LIMITED ASHWATTHA ADVISORS PRIVATE LIMITED ASHWATTHA ADVISORS PRIVATE LIMITED Maharashtra B1-201,CENTRE POINT, OPP. BAWLA MASJID, 243 A, N. M. JOSHI MARG, LOWER PAREL (EA,ST),MUMBAI,Mumbai City,Maharashtra,400013-India ; nan nan ; nan nan nan nan ; nan nan"
8462,INT ADVISORY COUNCIL PRIVATE LIMITED,"INT ADVISORY COUNCIL PRIVATE LIMITED INT ADVISORY COUNCIL PRIVATE LIMITED INT ADVISORY COUNCIL PRIVATE LIMITED Maharashtra No 150 1st floor Udyog bhavan Premises,Sonawala lane Goregaon East,Goregaon East,Mumbai,Maharashtra,400063-India ; nan nan ; nan nan nan nan ; nan nan"
8463,MY ARKAY COMMUNICATION SOLUTION PRIVATE LIMITED,"MY ARKAY COMMUNICATION SOLUTION PRIVATE LIMITED MY ARKAY COMMUNICATION SOLUTION PRIVATE LIMITED MY ARKAY COMMUNICATION SOLUTION PRIVATE LIMITED Maharashtra TB-11, SR NO.44 PRATAP NAGAR,AURANGABAD,Aurangabad,Maharashtra,431005-India ; ; nan nan nan nan ; nan nan"
8464,SUMEET FACILITIES LIMITED,"SUMEET FACILITIES LIMITED SUMEET FACILITIES LIMITED SUMEET FACILITIES LIMITED Maharashtra PLOT NO. 64/21, D - II BLOCK, MIDC, CHINCHWAD,PUNE,Pune,Maharashtra,411019-India ; nan nan ; nan nan nan nan ; nan nan"
8465,MAILHEM ENVIRONMENT PRIVATE LIMITED,"MAILHEM ENVIRONMENT PRIVATE LIMITED MAILHEM ENVIRONMENT PRIVATE LIMITED MAILHEM ENVIRONMENT PRIVATE LIMITED Maharashtra 14 VISHRAMBAG HSG SOCY S.B RD,Pune,Pune,Maharashtra,411016-India ; ; nan nan nan nan ; nan nan"
8466,SHEETALA INFRASTRUCTURE CONSULTANCY PRIVATE LIMITED.,"SHEETALA INFRASTRUCTURE CONSULTANCY PRIVATE LIMITED. SHEETALA INFRASTRUCTURE CONSULTANCY PRIVATE LIMITED. SHEETALA INFRASTRUCTURE CONSULTANCY PRIVATE LIMITED. Maharashtra PLOT NO. 1, ARCHANA SOC., LIC COLONY OPP PARVATI JALKEND, GANESHMALA,PUNE,Pune,Maharashtra,411030-India ; nan nan ; nan nan nan nan ; nan nan"
8467,RUDRAM DYNAMICS PRIVATE LIMITED,"RUDRAM DYNAMICS PRIVATE LIMITED RUDRAM DYNAMICS PRIVATE LIMITED RUDRAM DYNAMICS PRIVATE LIMITED Maharashtra Office No B/3 Symphony,SNO 210A/1, Range Hills Road,Opposite Vrindhavan Society,PUNE,Pune,Maharashtra,411007-India ; nan nan ; nan nan nan nan ; nan nan"
8468,TRACTUS ASIA (INDIA) PRIVATE LIMITED,"TRACTUS ASIA (INDIA) PRIVATE LIMITED TRACTUS ASIA (INDIA) PRIVATE LIMITED TRACTUS ASIA (INDIA) PRIVATE LIMITED Pondicherry No: 25,Chinnathambi Street, Kuruchikuppam,,Pondicherry,Pondicherry,605001-India ; nan nan ; nan nan nan nan ; nan nan"
8469,LILY WORLDWIDE PRIVATE LIMITED,"LILY WORLDWIDE PRIVATE LIMITED LILY WORLDWIDE PRIVATE LIMITED LILY WORLDWIDE PRIVATE LIMITED Rajasthan PORTION OF P.NO. AB-8, AB-17 AND AB-17-A, NIRMAN NAGAR-A-B, AJMER ROAD,,JAIPUR,Jaipur,Rajasthan,302017-India ; nan nan ; nan nan nan nan ; nan nan"
8470,SATHGURU MANAGEMENT CONSULTANTS PVT LTD,"SATHGURU MANAGEMENT CONSULTANTS PVT LTD SATHGURU MANAGEMENT CONSULTANTS PVT LTD SATHGURU MANAGEMENT CONSULTANTS PVT LTD Telangana Plot No.54, SAGAR SOCIETY ROAD NO.2, BANJARA HILLS,HYDERABAD,Telangana,500034-India ; nan nan ; nan nan nan nan ; nan nan"
8471,HYDERABAD PRECISIONS MANUFACTURING CO PVT LTD,"HYDERABAD PRECISIONS MANUFACTURING CO PVT LTD HYDERABAD PRECISIONS MANUFACTURING CO PVT LTD HYDERABAD PRECISIONS MANUFACTURING CO PVT LTD Telangana B-16, TIE PHASE-IIBALANAGAR HYDERABAD,HYDERABAD,Telangana,500037-India ; nan nan ; nan nan nan ; Precision machining components; Sheet metal components"
8472,KANTAR GDC INDIA PRIVATE LIMITED,"KANTAR GDC INDIA PRIVATE LIMITED KANTAR GDC INDIA PRIVATE LIMITED KANTAR GDC INDIA PRIVATE LIMITED Telangana Office 1B, West Wing, 11th Floor, Block A,,International Tech Park, Hyderabad, Hitech City, Madhapur,,Shaikpet,Hyderabad,Telangana,500081-India ; nan nan ; nan nan nan nan ; nan nan"
8473,RE SUSTAINABILITY LIMITED,"RE SUSTAINABILITY LIMITED RE SUSTAINABILITY LIMITED RE SUSTAINABILITY LIMITED Telangana Level 11B, Aurobindo Galaxy, Hyderabad Knowledge City, Hitech City Road,,HYDERABAD,Hyderabad,Telangana,500081-India ; ; nan nan nan nan ; nan nan"
8474,ALCADE ENGINEERS PRIVATE LIMITED,"ALCADE ENGINEERS PRIVATE LIMITED ALCADE ENGINEERS PRIVATE LIMITED ALCADE ENGINEERS PRIVATE LIMITED Chemical & Petroleum Products Chemical & Petroleum Products Telangana Plot No 29, Phase- II,,Paigha Colony, S.P. Road,Hyderabad,Hyderabad,Telangana,500003-India ; ; nan nan nan ; RUST LICK FOR BAR PEELING; RUST LICK OIL"
8475,ITION SOLUTIONS LIMITED,"ITION SOLUTIONS LIMITED ITION SOLUTIONS LIMITED ITION SOLUTIONS LIMITED Telangana 5-9-58/1-15, Flat No 612,6th Floor, Babukhan Estate, Basheerbagh,Hyderabad,Hyderabad,Telangana,500001-India ; ; nan nan nan nan ; nan nan"
8476,DATAWISE SERVICES PRIVATE LIMITED,"DATAWISE SERVICES PRIVATE LIMITED DATAWISE SERVICES PRIVATE LIMITED DATAWISE SERVICES PRIVATE LIMITED Telangana PLOT NO. 42, BALAJI WEST COUNTY NIZAMPET ROAD, KUKATPALLY,HYDERABAD,Telangana,500091-India ; nan nan ; nan nan nan nan ; nan nan"
8477,BALAJI MATERIAL HANDLING PRIVATE LIMITED,"BALAJI MATERIAL HANDLING PRIVATE LIMITED BALAJI MATERIAL HANDLING PRIVATE LIMITED BALAJI MATERIAL HANDLING PRIVATE LIMITED Automotive Automotive Telangana PLOT NO.82,FLAT NO103,GIRIJA AIRLINES ARCADE,BOWENPALLY TARBUND X ROADS,,SECUNDERABAD,Hyderabad,Telangana,500009-India ; nan nan ; nan nan nan ; Maintenance & Overhauling of Diesel Engine"
8478,TAASHEE LINUX SERVICES PRIVATE LIMITED,"TAASHEE LINUX SERVICES PRIVATE LIMITED TAASHEE LINUX SERVICES PRIVATE LIMITED TAASHEE LINUX SERVICES PRIVATE LIMITED Telangana SMARTWORKS, RAHEJA MINDSPACE, BUILDING 3A,1st FLOOR MINDSPACE, TSIIC SOFTWARE LAYOUT, HI-TECH CITY,Shaikpet,Hyderabad,Telangana,500081-India ; ; nan nan nan nan ; nan nan"
8479,CVR LABS PRIVATE LIMITED,"CVR LABS PRIVATE LIMITED CVR LABS PRIVATE LIMITED CVR LABS PRIVATE LIMITED Tamil Nadu Dignity Centre, II Floor, New No: 2/9, Old No: 21 Abdul Razack Street, Saidapet,,CHENNAI,Chennai,Tamil Nadu,600015-India ; nan nan ; nan nan nan nan ; nan nan"
8480,MAHA HYDRAULICS PRIVATE LIMITED,"MAHA HYDRAULICS PRIVATE LIMITED MAHA HYDRAULICS PRIVATE LIMITED MAHA HYDRAULICS PRIVATE LIMITED Tamil Nadu Plot No F 62 Sipcot Industrial Complex, Irungattukottai Sriperumbudur,Kanchipuram,Tamil Nadu,602105-India ; nan nan ; nan nan nan nan ; nan nan"
8481,JYOMA SOLUTIONS PRIVATE LIMITED,"JYOMA SOLUTIONS PRIVATE LIMITED JYOMA SOLUTIONS PRIVATE LIMITED JYOMA SOLUTIONS PRIVATE LIMITED Mechanical Engineering Mechanical Engineering Uttarakhand 29, Commercial Shopping Complex,Defence Colony,Dehradun,Dehradun,Uttarakhand,248001-India ; ; nan nan nan ; Mechanical Components"
